text,ex1_score,ex2_score
"Daj nam znać, jak możemy pomóc Tobie, Twoim współpracownikom lub zwierzętom obeznanym z komputerem w pozbyciu się papieru.",0,3
"Damian Iwańciów, chciałbym umówić się z Państwem na spotkanie w celu omówienia inicjatyw w zakresie obsługi klienta korporacyjnego.",0,4
"Aby anulować lub zaktualizować swoje ogłoszenie, zaloguj się na swoje konto Cardinal Careers i kliknij łącze JOBS w menu u góry strony głównej i wybierz pracę, którą chcesz edytować, klikając tytuł pracy.",0,1
"Skorzystaj z 25% zniżki* na wszystkie produkty w normalnej cenie z kodem kuponu od 251408768 do 23:59 czasu pacyficznego, wtorek, 27 sierpnia 2013 r.",0,1
"Cześć, Poświęć chwilę i sprawdź iFiles w App Store, myślę, że Ci się spodoba.",0,1
"Mecz we wtorek jest o 7:30, ale pomyślałem, że fajnie byłoby zobaczyć wczesny mecz.",0,3
Proszę odnieść się do numeru aplikacji e-mail - 104J-FUNDS-4532A.,0,2
"Proszę znaleźć załączony plik, który został wygenerowany przez ExcelContacts.",0,2
"Nie znoszę zawracać ci głowy tą prośbą, ponieważ zdaję sobie sprawę, że musisz być bardzo zajęty; Zastanawiałem się, czy miałeś okazję przekazać moje CV Celestynowi Benedykowi-Wojtowiczowi (w Reliant) i Hilaremu Zemrzuskiemu (w Duke Energy).",0,4
Zaplanujmy więc spotkanie na obiedzie.,0,4
Czy Ty lub ktoś z Twojego zespołu przepisze w razie potrzeby?,0,3
Przekażcie mi tę wiadomość Florianowi Stradowskiemu-Pietkiewiczowi.,0,4
Mamy rezerwację na kolację na wtorek 24. o 19:30.,0,3
"Jeśli masz problem z linkiem, skopiuj poniższy adres URL i wklej go w przeglądarce.",0,0
"Jeśli nie, chętnie dowiem się, co robimy źle i jak możemy ulepszyć nasze integracje Aplikacji Google, aby były dla Ciebie bardziej wartościowe.",0,3
"Jeśli zdarzy ci się być w Houston 5 listopada, chętnie dołączysz do nas na spacer.",0,2
"Rozumiem, że nie będzie cię w mieście na próbie, więc czekamy na ciebie przed ślubem.",0,3
"Czas na nasz regularny, piątkowy wieczór e-mailowy czat!",0,3
"Możemy mówić więcej o naszych nieco luźnych, ale jak dotąd skutecznych sposobach wykonywania tych rzeczy co tydzień.",0,3
"Jeśli klikniesz poniższy link, przeniesiemy Cię na stronę zawierającą dalsze wskazówki dotyczące zmiany lub odzyskania hasła.",0,1
Tam moglibyśmy dyskutować.,0,4
"Aby mieć pewność, że zawsze otrzymasz wiadomości e-mail z ważnymi informacjami o pożyczce, dodaj info@info.offerstuff.com",0,1
Uwaga: użyj dobrego hasła i przechowuj je w bezpiecznym miejscu,0,1
Chciałbym pomóc w uzyskaniu jak największej skuteczności oceny Kreatora aktualizacji oprogramowania.,0,3
Dowiedz się więcej Ginter Nowak-Kijewski pomaga zarządzać wszystkimi Twoimi zdjęciami na Facebooku.,0,2
Chcesz bilety na mecz Gerarda Niewozińskiego w piątek wieczorem?,0,2
"Cieszę się, że mogę o tym porozmawiać, jeśli mogę pomóc.",0,4
Kolacja/lunch w pt.,0,3
"Jeśli uważasz, że to błąd z naszej strony, chcielibyśmy usłyszeć o tym na forach opinii na $LINK",0,2
"Na przykład możesz wybrać dwa lub trzy kluczowe momenty — ze spotkania, rozmowy kwalifikacyjnej lub podróży edukacyjnej — i odtworzyć je dla grupy.",0,3
"Kiedy dostaniesz chwilę, chciałbym Cię omówić w tych kwestiach.",0,4
"Ponieważ otrzymuję wszystko, co przekazujesz, możesz usunąć mnie ze swojej listy dystrybucyjnej.",0,3
"UWAGA: Jeśli nie możesz wziąć udziału, powtórkę możesz usłyszeć do godziny 17:00. w piątek 18 stycznia:",0,2
"Jeśli zamierzasz być w mieście i chciałbyś zobaczyć Anatoliusza, daj mi znać, a chętnie dokonam uzgodnień.",0,3
"Ponadto, jeśli chcesz zasugerować, jak ulepszyć aplikację lub powiedzieć, co chciałbyś zobaczyć w przyszłych wersjach, skontaktuj się z nami.",0,3
"Jeśli nie, to czy chciałbyś przyjechać na kawalera Ernetyny Kosmalskiej-Maklakiewicz?",0,3
"Cecylia Lirek, przy okazji, czy mogłabyś załatwić nam nowego gubernatora?",0,4
"Jeśli nie, czy chcesz się spotkać w ten weekend, żeby porozmawiać? jestem w mieście.",0,4
"Musisz porozmawiać z mamą i zdecydować, czy wybieramy się w ten weekend.",0,4
"A jeśli jest jeszcze coś, co mogę zrobić, to: spotkanie w poniedziałek, nie wahaj się.",0,3
"Najpierw użyj komputera PC/Mac, aby pobrać i obsługiwać program do tworzenia kopii zapasowych i przywracania z $LINK",0,0
Poniżej znajduje się propozycja SCE dotycząca uregulowania przeszłych kwestii kredytu za dostęp bezpośredni i ustalenia wysokości kredytu za dostęp bezpośredni w przyszłości.,0,3
"– Jeśli chcesz, aby inni pomogli w zarządzaniu Twoim kanałem, możesz dodać do 50 osób bez udostępniania hasła.",0,2
"Oczywiście nie dotyczy to żadnych środków znajdujących się na współwłasnym banku lub rachunku powierniczym, prawda?",0,2
"Jak we wtorek, 1 maja lub w środę 2 maja, pracujemy na obiad?",0,2
"Aby kontynuować korzystanie z urządzenia Handheld Contact for ACT! po 14-dniowym okresie próbnym odwiedź $LINK, aby zasubskrybować.",0,0
Hej: spotykamy się z Tonite?,0,4
"Dzwonił Juliusz Schonejch i jeśli nie musi umówić się na rozmowę z sędzią z Teksasu w tym samym czasie, czeka nas godzina 9.30.",0,3
"Potwierdź swój adres e-mail, klikając ten link, i gotowe.",0,2
Wystarczy pobrać i zainstalować oprogramowanie Szymon Wójtowicz-Kozioł PocketCloud Companion na komputerze Mac lub Windows PC ze strony internetowej Szymon Wójtowicz-Kozioł pod adresem: $LINK,0,0
Poświęć chwilę na zaktualizowanie POP i wróci do normy.,0,2
"Skontaktuj się z nami, jeśli masz sugestie dotyczące funkcji.",0,3
"Aby przesłać nam informację zwrotną na temat procesu i zadać dodatkowe pytania dotyczące powodów, dla których otrzymałeś tę wiadomość, wyślij nam wiadomość na adres support@kiip.me.",0,1
Możemy wyjechać z miasta - bardzo bym chciał wyjechać - słyszałeś o Hiltonie w Austin?,0,3
Chcesz znowu pobiec w sobotę.,0,3
Byłbym wdzięczny za telefon do Zyty Barańskiego-Kalickiego.,0,4
"Jeśli masz jakieś pomysły na ulepszenie naszych usług, napisz do nas na adres: support@proven.com.",0,1
Z przyjemnością zmienię termin w dogodnym dla Twojego zespołu terminie.,0,3
"Wróć i daj nam znać, że wszystko w porządku!",0,3
"Powiedz Karin Ptasiński-Kubas, że lodowiec porusza się do przodu, a nie do tyłu.",0,3
Wypełnij ankiety i zdobądź wypłatę dzięki nowej ankiecie Dawid Popiółkowski-Machała!,0,2
"Jeśli masz problemy z aktualizacją lub z nowymi funkcjami, z przyjemnością pomożemy.",0,1
Powiedział... Wyjdźmy dziś wieczorem trochę się zabawić.,0,3
"Aby zakończyć aktywację konta, wprowadź PIN w aplikacji Wilibald Szaradowski-Agaciak na telefonie.",0,1
Jerzego i kolejnej książki proszę 09:13 - 21 kwietnia 14,0,3
"Przykro mi, że nie będę mógł wypić z tobą piwa na pożegnanie, ale być może możemy mieć jedno w Londynie później w styczniu jako powitanie w Londynie.",0,3
"Nie przesyłaj duplikatu rejestracji, ponieważ opóźni to proces zatwierdzania.",0,2
"Zadzwoniłem i dostałem kredyt na moim rachunku, nie pojawia się po prostu, musisz zadzwonić, a oni pytają cię, ile dni cię nie było, powiedziałem im, żeby pt. i dostałem 28,00 kredytu",0,3
Ostatnio tylko zerknęliście na moje zainteresowanie i chciałbym kontynuować dyskusję.,0,4
"Zauważyłem, że Twój okres próbny na Desk.com dobiegł końca i chciałbym poznać Twoją opinię, w tym inną opcję cenową.",0,3
Poświęć dwie minuty na wypełnienie tej krótkiej ankiety: $LINK,0,1
Czy mógłbyś sprawdzić u Hilary Pyjaka i jego żony dostępność w niedzielę.,0,4
"Napisz do nas, aby uzyskać szczegółowe informacje: Eldon@job-googleapps.com",0,1
"Czy chcesz, abym umieścił je na liście na spotkanie prawne/kredytowe jako przypomnienie?",0,4
"Jeśli chcesz zlikwidować swoje konto, przejdź do: $LINK",0,0
Chcesz wypróbować nasz nowy odtwarzacz internetowy?,0,1
Nie dostałeś kartki świątecznej ze zdjęciami?,0,2
"Jeśli masz jakiekolwiek pytania lub potrzebujesz dodatkowych informacji, proszę o kontakt telefoniczny pod numerem (415)244-6094 lub poprzez e-mail JinRides@gmail.com.",0,2
"Przejdź na wersję premium za jedyne 1,55 USD i rozpocznij nowy romans już dziś.",0,1
"Jeśli chcesz dowiedzieć się, jak zamienić dane społecznościowe w strategiczną przewagę, dołącz do najbystrzejszych umysłów społecznościowych, rejestrując się już dziś na Tydzień Danych Społecznych 2013.",0,2
"Jeśli chcesz mieć więcej czasu na odkrycie Spotify Premium, kliknij przycisk, aby bezpłatnie korzystać z kolejnych 30 dni na swoim urządzeniu.",0,0
"Masz tu wypłatę na *25 dolarów czekających na Brunona Bajkierta* z PanelBuck, a oni nie znają twojego adresu, czy możesz uzupełnić swój profil?",0,3
"Omówiliśmy to z Hilary Puśledzkim, a ona zasugerowała, żebym zadzwonił w sprawie Grace School.",0,4
"Mam cię w samochodzie, więc daj mi znać, co chcesz z tym zrobić.",0,4
"Używaj diod LED, gdy chcesz zmniejszyć swój ślad węglowy.",0,1
Wygrywasz...ale wciąż jesteś mi winien lunch.,0,3
"Jeśli to działa lepiej, możemy porozmawiać we wtorek rano/wczesnym popołudniem.",0,3
Wypróbuj to teraz na poniższym przykładzie.,0,2
"Ponieważ mój harmonogram jest bałaganem (dzięki bałaganowi, który stworzyła Kalifornia), jeśli nie dodzwonisz się do mnie na linii biurowej, spróbuj 415.505.6633.",0,2
Proszę przesłać dalej: Zmiana pokoju,0,3
"Wklej link (zwykle klikając „Wklej” w menu „Edycja”), a następnie naciśnij klawisz Enter lub Return na klawiaturze.",0,0
"Aby Twoje problemy zostały odpowiednio rozwiązane, wyślij swoje uwagi na adres support@cloudprohosting.com lub odwiedź $LINK, aby przesłać zgłoszenie.",0,0
"W naszej rozmowie telefonicznej przed spotkaniem wspomniałeś o innym uzgodnieniu umownym, w ramach którego moglibyśmy pracować z pracownikami Twojej firmy nad studium przypadku.",0,4
"Potwierdź swój adres e-mail, klikając poniższy link, zajmie to tylko sekundę.",0,1
"Prześlij dalej, jeśli chcesz wziąć udział w naszym eksperymencie społecznościowym!",0,2
"Walterze, w odpowiedzi na list od pana Walerii Lopki, sugerowałbym oddanie do użytku Sokoła; jednak biorąc pod uwagę napięte ramy czasowe i niedawną wizytę u p. Eustachiusza Fuławko, trudno byłoby wziąć udział zarówno Panu, jak i mnie.",0,4
"U mnie działa, ale mam zajęcia w czwartek i będę musiał wyjść o 17:00.",0,3
"Jeśli nie chcesz, aby Twoje konto było otwarte, możesz anulować w dowolnym momencie bezpłatny okres próbny lub po prostu pozwolić, aby okres próbny wygasł.",0,1
"Chcę również omówić wszelkie sugestie, jakie możesz mieć na temat ludzi, których powinniśmy w tym celu zwerbować.",0,4
"W przypadku obsługi klienta, pytań lub opinii $LINK skontaktuj się z nami .",0,1
A może dzisiaj obiad?,0,2
"Jeśli powyższy adres URL nie działa, użyj przeglądarki internetowej, aby przejść do:",0,0
"Zenobia Obrusiewicz, potrzebuję twojej opinii, które z tych transakcji muszą przejść przez tablicę:",0,4
"Jeśli masz inne problemy, otwórz ponownie ten bilet.",0,1
"Aby uwzględnić zmianę tego samego dnia w firmie Agata, prosimy o zaplanowanie następujących ofert tylko na 24.07.00:",0,3
"Jeśli masz nadwagę, staraj się utrzymać wagę do 15-25 funtów.",0,2
Wysłałem ci wiadomość dotyczącą obiadu we wtorek.,0,3
Prosimy o kontakt z Arnoldem Pociupaną (713/853-5984) lub Cyrylą (713/853-6440) w celu uzyskania cotygodniowego numeru telefonu i hasła.,0,3
"Jeśli wolisz kupować online, kup teraz >> $LINK",0,0
"Użyj tej metody tylko wtedy, gdy dostęp do sieci jest niedostępny.",0,2
"Czy można uzyskać login i hasło, aby wejść na stronę CERA?",0,1
"Jeśli masz jakieś duże przedmioty, które możesz zaplanować na ten rok szkolny, takie jak laptop, kalkulator naukowy lub nowe mundurki, możesz dodać je do swojej listy życzeń, aby upewnić się, że jesteś na dobrej drodze z oszczędnościami aby uwzględnić te specjalne zakupy.",0,2
Sprawdź MSIA na tablicy OTC Nasdaq.,0,3
Chcesz zjeść ze mną?,0,2
"Czy możesz podać jakieś informacje, które mogą zostać udostępnione?",0,4
Czy mogę prosić o wypróbowanie go i przesłanie mi opinii?,0,4
"Czy poleciłbyś lek. med. Cezariusza Sundmanna-Domagałę? Kliknij jeden z poniższych linków, aby wystawić opinię.",0,2
"Nie chcemy zepsuć niespodzianki, więc przejdź do poniższego linku i dowiedz się, co może być wkrótce Twoje.",0,2
Czy potrafisz nazwać filmy z logo ich fikcyjnych firm?,0,2
Dlaczego nie spróbujesz ponownie jej nakarmić w nocy?,0,3
"Użyj tego linku, aby zarządzać swoim kontem.",0,0
Najwyraźniej obiecałeś wysyłać pocztówkę co tydzień lub coś takiego.,0,3
Proszę o zaproszenie do aplikacji Google+ na iPhone'a4.,0,2
Potwierdź swoje konto na Twitterze,0,2
Potwierdź swoje plany uczestnictwa w spotkaniu i kolacji Anatoliemu na adres dwinn@swlegal.org <mailto:dwinn@swlegal.org> .,0,1
Do zobaczenia wieczorem na próbie chóru.,0,3
Chcę zostawić Ci pytanie:,0,3
"Otwórz przeglądarkę internetową i kliknij pole, w którym zwykle widzisz adres strony internetowej.",0,0
Gdzie się spotkaliście?,0,3
"Aby uzyskać szczegółowe informacje, przeczytaj załączony plik .html",0,1
"Prowadzisz firmę, w której musisz wysyłać częściowo wypełnione dokumenty do pracowników w terenie?",0,3
"Proszę nie kontaktować się, chyba że masz 21 lat.",0,3
"Mario, czy możesz mi powiedzieć, gdzie szukać przepisu na DOBRE ciasto na pizzę?",0,3
"Użyj Raisy Sztenderski, aby połączyć się z ludźmi w terenie i znaleźć _co naprawdę się dzieje_ gdziekolwiek chcesz.",0,3
Byłbym bardzo wdzięczny za poświęcenie minuty swojego cennego czasu i wypełnienie naszej krótkiej ankiety.,0,3
Proszę o załatwienie na posiedzeniu Komitetu Audytu.,0,4
"Staramy się spotykać w każdy poniedziałek wieczorem, aby modlić się nad specjalną prośbą modlitewną, którą otrzymaliśmy wraz z modlitwą o potrzeby naszych rodzin, przyjaciół, kościoła, rządu, a nawet naszych wrogów.",0,3
"Kupuj naszą kolekcję przytulnych kapci dla rodziny już od 8,99 USD i skorzystaj z rabatu 10 USD na zakupy online o wartości 50 USD lub więcej* z kodem kuponu ZZWREATH do niedzieli 8 grudnia 2013 r.",0,1
Zachowaj ten e-mail do swojej dokumentacji.,0,3
"Jeśli ktoś z Was jest zainteresowany pójściem na Mszę świętą, daj mi znać, a my możemy wspólnie planować.",0,3
"Jeśli masz jakieś pytania, napisz do nas 24 godziny na dobę, 7 dni w tygodniu na adres support@datek.com lub zadzwoń do nas, w dni powszednie od 8:00 do północy i w weekendy od 9:00 do 19:00 czasu wschodniego standardowego pod numerem 1-800-U2DATEK .",0,2
"Szanowni Państwo, zapraszamy do **Moodstocks SDK v3.6**!",0,2
"Holly zadzwoniła i ma stolik do obsadzenia na bankiecie z nagrodami (jakieś żeńska grupa zawodowa czy coś w tym rodzaju) i chce wiedzieć, czy chcesz do nas dołączyć.",0,3
"Mamy zaplanowanych wiele aktualizacji, prosimy o poinformowanie znajomych o naszej nowej aplikacji.",0,3
"Mój harmonogram powinien się poprawiać (słynne ostatnie słowa) i mam nadzieję, że wkrótce się spotkamy.",0,4
Czy możesz popracować nad tym z Peterem?,0,4
Kiedy chciałbyś porozmawiać o narzędziach...?,0,3
"Wiem, że jesteś teraz bardzo zajęty, ale może w przyszłym tygodniu przyjadę do Houston i znajdziemy trochę czasu na spotkanie.",0,4
"Powinniśmy próbować zawrzeć umowę o wyrwanie się do 11 kwietnia i myślę, że zgody i takie tam jeszcze w tym samym tygodniu.",0,4
"Albo moglibyśmy zjeść lunch lub piwo po pracy w czwartek lub piątek, kiedy wrócę z Portland.",0,3
Czy w międzyczasie mogę zamówić skrzynkę coast Zin i jedną taksówkę do odbioru i zapłaty również w ten weekend?,0,3
"Wiem, że rozmawiała z tobą o mnie i chciałem zobaczyć, czy nie jesteś zainteresowany spotkaniem razem.",0,4
Gdzie mam się z tobą spotkać.,0,4
"Wróć na stronę i zaloguj się, korzystając z poniższych informacji.",0,1
Chętnie się z tobą spotkam.,0,4
"Pozwól, że porozmawiam z tobą jutro przez telefon i omówię to.",0,4
Udaj się pod następujący adres;,0,1
"Czy upewniłbyś się, że żadne z tych głupich spraw finansowych nie zostanie naruszone, proszę?",0,3
Zachowaj utworzony login i hasło.,0,2
Sprawdź również tomy.,0,3
"Myślę, że możemy zagrać w golfa w piątek.",0,3
Prosimy o kontakt z Eulalią Miechowicz (713/853-5984) lub Danutą Grosinger (713/345-7774) w celu uzyskania cotygodniowego numeru telefonu i hasła.,0,3
Prześlij mi swoje CV lub zadzwoń.,0,3
"Już dziś pobierz Ludwikę Czułą na swojego iPhone'a, iPada i iPoda z $LINK, aby znaleźć takie wspaniałe treści od tysięcy blogerów w sieci.",0,0
"Czy powinniśmy zadzwonić do twojego pokoju, czy gdzieś się spotkać?",0,4
Chciałabym zaprosić moją przyjaciółkę Blandynę z ESK na mój urodzinowy lunch.,0,3
"Czy możesz mnie tam spotkać, aby posprzątać dom i podwórko?",0,3
"Przyślij mi tytuł tej książki o wędkarstwie muchowym na wzgórzach — chcę zobaczyć, czy uda mi się ją dostać na Amazon.",0,3
"Jeśli chodzi o handel online, Mark chciał, abym skontaktował się z tobą w sprawach dotyczących firm ubezpieczeniowych/reasekuracyjnych.",0,3
"Myślę, że warto tu spędzić przynajmniej 3 tygodnie.",0,3
Aplikuj o pracę w Joe's Crab Shack już dziś.,0,1
Kup teraz i uzyskaj bezpłatną standardową wysyłkę lądową przy każdym zakupie o wartości co najmniej 35 USD!,0,1
Chcesz spróbować zjeść lunch?,0,1
Czy mógłbyś to zrobić z Twandą?,0,4
Czy możesz uznać to za akt mowy?,0,3
"Mój numer telefonu znajduje się poniżej, więc jeśli chcesz do mnie zadzwonić, zrób to.",0,2
"Czy wiesz, czy zostało to rozwiązane?",0,3
Zamów swojego iPhone'a 5c w przedsprzedaży już dziś i zyskaj bezpłatną dostawę.*,0,0
"Wypełnij tę ankietę między 6 a 24 maja i oceń NJ TRANSIT na środek transportu, którym najczęściej podróżujesz.",0,2
"Comedy Central prosi, abyś wstrzymał swoje grille w Święto Pracy i obejrzał, jak piecze Otto $LINK - A.V. Klub",0,2
"Upewnij się, że nie przegapisz żadnej oferty specjalnej Pizza Hut, dodaj ' mailto:pizzahut@pizzahutoffers.com",0,1
"Jednak pamiętaj o AmeriSave przy następnej transakcji finansowania domu i zobacz, dlaczego tak wielu naszych klientów wraca do nas po przyszłe zakupy domu i refinansowanie.",0,2
Czy możesz wysłać mi drzewo genealogiczne lub wysłać je e-mailem?,0,4
"Najpierw spróbuję się edukować, a potem umówimy się na spotkanie.",0,4
"Cieszę się, że możesz do nas dołączyć.",0,3
"Sprawdź to drzewo perłowe, aby znaleźć zasoby, które pomogą Ci podjąć decyzję.",0,3
Czy możesz wybrać amerykańskie stany tych fikcyjnych miast?,0,3
"Zastanawiałem się, czy mógłbyś napisać dla mnie list polecający?",0,4
Po wypełnieniu ankiet proszę o ich przesłanie na adres e-mail alexa.r.cutter@us.andersen.com.,0,2
"Tematem przewodnim tegorocznego spaceru jest „Knock Out Diabetes” i chcielibyśmy, abyś dołączył do nas podczas tego wspaniałego wydarzenia.",0,2
"Pełny wyżywienie: codziennie śniadanie, obiad, kolacja ;?",0,2
Czy stać Cię na NIE objęcie ubezpieczeniem zdrowotnym?,0,2
"Jeżeli załączony dokument spotka się z Państwa aprobatą, proszę o zawarcie umowy i odesłanie do mnie faksem nr.",0,3
"Nasze spotkania będą o wiele bardziej efektywne, jeśli weźmiesz udział.",0,3
"Aby uzyskać dostęp do Cash Extractor, zapoznaj się z poniższymi informacjami:",0,1
"Wkrótce usuną tę stronę, więc zabierz ją stąd, zanim odbiorą ją na zawsze!",0,2
"Postępuj zgodnie z poniższymi instrukcjami, jeśli chcesz zobaczyć, jakie kroki należy wykonać, aby odebrać bilet o wartości 150 USD na lato.",0,2
"Ponieważ CMA będzie prosić o wyjaśnienia, sugerowałbym, abyśmy zachowali milczenie i skupili się na innych kwestiach związanych z projektowaniem stawek/alokacją kosztów, np. kapitałem własnym, brakiem subsydiów krzyżowych.",0,3
"Co by było, gdybyś mógł pożyczyć tysiące i mieć do 3 lat na spłatę?",0,2
Przeczytaj: Zapraszamy do udziału w loterii Apple Sweepstakes o wartości 1000 USD.,0,1
"Idąc dalej, dołącz do Komitetu Prawnego rozpoczynającego się w najbliższy poniedziałek i co drugi tydzień.",0,2
Czy możemy pow wow o tę pierwszą rzecz w poniedziałek...,0,4
"Jeśli to dotyczy Ciebie, dołącz do nas w czwartek 29 listopada.",0,2
"Jeśli potrzebujesz naszej pomocy podczas użytkowania, napisz do nas, a my z przyjemnością Ci pomożemy.",0,2
"Kiedy dotrzesz do budynku Enron, poproś o mnie lub moją asystentkę Adriannę Will-Szczepankowski, a jeden z nas zaprowadzi Cię do sali konferencyjnej.",0,3
"Jeśli nie jesteś zainteresowany, kliknij tutaj: Nie, nie chcę otrzymywać e-maili o zrozumieniu mojego raportu kredytowego.",0,1
"Jeśli kwalifikujesz się do skorzystania z oferty, wypełnij zeznanie podatkowe, zatrzymując się przed obliczeniem pewnych sum, i wyślij je do 16 kwietnia.",0,1
Czy Jagoda Stranin dzwoniła do ciebie wczoraj wieczorem w związku z imprezą u Candis w hotelu?,0,3
"Proszę, spraw, aby był znowu szczęśliwy i wyślij go z powrotem.",0,2
Musimy przekazywać im informacje dotyczące tych problemów.,0,4
"Jeśli chciałbyś, żebym wzięła udział i uważasz, że byłoby to przydatne, po prostu daj mi znać.",0,3
Chcę zrobić trochę na imprezę Super Bowl w tę niedzielę.,0,3
"Daniel brzmi dla mnie dobrze dziś wieczorem, jeśli nie jemy z lodówki.",0,3
Masz już drugi głośnik?,0,2
Odwiedź randki dla hipisów już dziś i skorzystaj z naszej oferty Dnia Flagi.,0,1
"Wystarczy, że uzupełnisz swój pełny profil, abyśmy mogli zapewnić dla niego najlepsze stawki i warunki.",0,2
"Android, wprowadzający najlepszego na świecie menedżera profili do telefonów z systemem Android, wraz ze specjalną ofertą wprowadzenia, można znaleźć pod następującym linkiem:",0,2
W tym tygodniu nie przydzielono Ci ŻADNYCH zadań!,0,2
"Jeśli ci się to uda, z przyjemnością przyjdę do twojego biura każdego dnia, aby się spotkać i nadrobić zaległości.",0,4
"Czy możesz nauczyć mojego brata, jak korzystać z poczty e-mail?",0,3
Skontaktuj się z pomocą techniczną CrashPlan PROe.,0,2
"Jeśli masz problemy z wyświetleniem powyższego adresu internetowego, odwiedź http://www.sendomatic.com/servlets/l?u=mike.carson@enron.com i utwórz konto, aby przeglądać otrzymane wydarzenia.",0,0
Poniedziałek będzie dla nas pracował.,0,3
"- Jeśli to nie Ty, zaloguj się do Facebooka ze swojego komputera i postępuj zgodnie z podanymi instrukcjami, aby pomóc Ci kontrolować informacje o koncie.",0,1
Chciałbym przyjść na twój obiad!,0,3
"Jeśli masz wiele dzieci w wielu klasach, pamiętaj o stworzeniu pierścienia dla każdej klasy.",0,2
"Konrad Serweta, wszelkie myśli - czy mamy nadmiar kadry programistycznej - to byłaby dobra okazja dla odważnych duchem.",0,3
"Poświęć chwilę na zapoznanie się z poniższymi krokami, aby zapewnić terminowe przetwarzanie i przyznanie pomocy finansowej.",0,3
"Chciałem omówić umowy o zachowaniu poufności i czy przewidujesz, że inne umowy o zachowaniu poufności mogą być konieczne lub wymagane.",0,3
"Proszę AKTYWOWAĆ SWOJE BEZPŁATNE KONTO $LINK i powiedzieć nam, gdzie wysłać czek!",0,3
"Nie możemy się doczekać, aby porozmawiać z Tobą bardziej szczegółowo o sposobach potencjalnej współpracy.",0,4
"Jeśli chcesz wyrazić swoje zdanie, odpowiedz bezpośrednio na tego e-maila lub skontaktuj się z nami pod adresem aubrey@attachments.me, a damy Ci dostęp do prywatnej wersji beta naszego katalogu reguł.",0,1
"Aby wziąć udział w karcie gazowej, zanim będzie za późno, kliknij ten link:",0,1
Co może być lepszego niż spotkanie w sprawie umowy o wzajemnym połączeniu?,0,2
"Czy były jeszcze jakieś reakcje na prezentację, którą McCullough wygłosił na „konferencji zmienności” w Portland w zeszłym tygodniu?",0,3
"Przekaż tę informację do: Leonid Jasiński-Woźny, Business Development Dominion Transmission Gathering & Production Division 500 Davisson Run Road Clarksburg, WV 26301",0,3
"Nie przegap swoich szans na wygraną, jeśli ta wiadomość trafiła do Twojego folderu Spam, oznacz ją jako Nie Spam.",0,1
"Proszę, powiedz Józefinie Dżałej, że jestem na telekonferencji, ale mogę wystąpić, jeśli chce przyjść.",0,4
Marylyn Czy masz problem z zabraniem tego na służbę modlitewną dzisiaj wieczorem?,0,3
"Jadwigo Spachacz i Hieronimo, chciałem, abyście poznali rozkład jazdy po części dlatego, że jeśli Aldona Reliszka zdecyduje się iść dalej, musimy wysłać do Jad sugerowany list Hieronimy weryfikujący dalsze stosowanie przywileju osiedlenia się w dyskusjach Aldony Reliszki i Modesty Matyas.",0,4
Jaki jest adres twoich rodziców?,0,3
"Jeśli zdecydujesz się na wstrzymanie, na początku miesiąca wyślemy Ci e-maila z przypomnieniem o ponownej aktywacji Zapsów.",0,2
"Upewnij się, że w przyszłości krzywe topocku pg&e są płaskie do socal.",0,2
"Aby skontaktować się z nami za pośrednictwem poczty e-mail, napisz na adres mailto:customerservice@virginwines.com customerservice@virginwines.com.",0,1
"Skopiuj poniższy adres URL i wklej go w przeglądarce, aby zgłosić prawo własności i aktywować ten adres e-mail:",0,0
Włącz oba przed rozpoczęciem ankiety.,0,3
"Złóż zamówienie do 17 grudnia, aby upewnić się, że Twoje urządzenia AT&T dotrą na czas.",0,2
"Kupuj najnowsze modele podczas naszej największej wyprzedaży i zaoszczędź 1/2 na drugim produkcie o takiej samej lub mniejszej wartości, do środy 25 września.",0,1
"Aby zresetować hasło, odwiedź poniższy adres URL:",0,0
"Wpisz tekst, który chcesz wyszukać w polu wyszukiwania w pasku wyszukiwania, strona automatycznie przewinie się do pierwszego wystąpienia tekstu.",0,1
"Jeśli tak, czy możesz przemycić kije obok swojej żony?",0,2
Spotkajmy się w tym tygodniu z Kamilem Kowalilakiem i porozmawiajmy o przyszłości.,0,4
"Zadzwoń do mnie pod numer (713) 853-6544, jeśli masz jakiekolwiek pytania.",0,3
"Jeśli nie chcesz już aplikować, przejdź do: $LINK, aby pobrać i usunąć swoją aplikację.",0,0
"Nawet jeśli nadal nie masz pewności co do powrotu, zadzwoń do nas teraz, aby wybrać TAK jako status zwrotu.",0,2
"Poniżej podaję nasze numery telefonów na wypadek, gdybyście mieli jakieś uwagi, które chcielibyście z nami omówić.",0,3
"Jeśli uważasz, że posiadasz wymagane umiejętności i chciałbyś zostać zatwierdzony do tej pracy lub chciałbyś o tym porozmawiać, odpowiedz na ten e-mail i zaznacz swoje zainteresowanie.",0,3
"Aby uzyskać konkretne daty, hotele i inne informacje, zadzwoń pod numer 412-279-9298 lub odwiedź http://www.pgsenergy.com/schedule.html",0,1
"jeśli nie masz jeszcze szansy na sprawdzenie nas w Appstore, prosimy o zrobienie tego i pomoc w rozpowszechnianiu wiedzy wśród większej liczby konsumentów i firm takich jak Ty.",0,3
"Jeśli chcesz omówić to dalej, z przyjemnością o tym porozmawiam.",0,4
lower_priority,0,3
Co chcesz zrobić z jutrzejszym obiadem?,0,3
